Trait,Marker_ID,Estimate,SD,Model_Frequency
y2,33,-7.95772e-5,0.0011091614,1.0
y2,34,-4.2117892e-5,0.0010982362,1.0
y2,35,2.1535308e-5,0.0009006965,1.0
y2,36,2.1807293e-5,0.000986476,1.0
y2,37,1.3223957e-5,0.0010914033,1.0
y2,38,2.1167034e-5,0.0010265337,1.0
y2,39,8.8267414e-5,0.0010250707,1.0
y2,40,3.205277e-5,0.0009164572,1.0
y2,41,3.7742822e-5,0.0010294867,1.0
y2,42,-8.755161e-5,0.0010304567,1.0
y2,43,9.150513e-6,0.0010699668,1.0
y2,44,4.6152025e-5,0.00095892366,1.0
y2,45,4.614038e-5,0.0009952501,1.0
y2,46,5.733719e-5,0.0011619153,1.0
y2,47,0.0001024089,0.0010086611,1.0
y2,48,-0.00012158336,0.0010431034,1.0
y2,49,5.1674815e-5,0.0011461336,1.0
y2,50,6.1318045e-5,0.00094234623,1.0
y2,51,-0.00014872852,0.00085272104,1.0
y2,52,2.0651423e-5,0.0010621656,1.0
y2,53,-3.1421794e-5,0.0010777122,1.0
y2,54,5.7212183e-5,0.0010768763,1.0
y2,55,2.3605131e-5,0.0011642553,1.0
y2,56,-0.00011399374,0.00091074506,1.0
y2,57,0.00014268767,0.000967874,1.0
y2,58,-3.4294455e-5,0.0010737767,1.0
y2,59,0.00012799098,0.0010962674,1.0
y2,60,-9.638736e-5,0.0010278766,1.0
y2,61,-2.5224816e-5,0.0010481905,1.0
y2,62,2.482e-5,0.0011379512,1.0
y2,63,-3.874653e-5,0.0011237502,1.0
y2,64,3.396712e-5,0.00088138116,1.0
y2,65,6.439362e-5,0.001035102,1.0
y2,66,0.00016738448,0.0009160294,1.0
y2,67,1.6223392e-5,0.00097250246,1.0
y2,68,1.3282978e-5,0.0010354798,1.0
y2,69,6.920857e-5,0.0010083178,1.0
y2,70,-0.00017048517,0.0008528728,1.0
y2,71,-0.000112856105,0.0009859073,1.0
y2,72,-8.07536e-5,0.0011294571,1.0
y2,73,-5.535726e-5,0.0011570936,1.0
y2,74,-0.00013960991,0.0009264235,1.0
y2,75,3.487763e-5,0.0011228133,1.0
y2,76,-0.0002015373,0.0011102782,1.0
y2,77,-7.16967e-5,0.00096727,1.0
y2,78,0.00016368282,0.00095627195,1.0
y2,79,0.00015667884,0.0010013838,1.0
y2,80,-1.8953368e-5,0.0010338153,1.0
y2,81,5.9107973e-5,0.0011146675,1.0
y2,82,-3.0101857e-5,0.0010527638,1.0
y2,83,3.4626573e-5,0.0011225167,1.0
y2,84,-0.00019603413,0.0011207679,1.0
y2,85,5.9224105e-5,0.00097090076,1.0
y2,86,-8.964604e-5,0.0010277155,1.0
y2,87,0.00020496554,0.001017822,1.0
y2,88,3.4608383e-5,0.0010950011,1.0
y2,89,-0.00016235857,0.0010452596,1.0
y2,90,-3.6097892e-5,0.0009600777,1.0
y2,91,1.3325667,0.8942473,1.0
y2,92,0.62123775,0.8824084,1.0
y2,93,4.7358274,0.94440514,1.0
y2,94,1.2092597,0.8251807,1.0
y2,95,2.9388375,0.8365254,1.0
y2,96,1.615277,0.8949536,1.0
y2,97,4.036239,0.8317091,1.0
y2,98,-1.4514837,1.0254102,1.0
y2,99,-7.366686,1.0503219,1.0
y2,100,-2.8965745,0.8813908,1.0
