Trait,Marker_ID,Estimate,SD,Model_Frequency
y1,308,0.0032624186,0.042787526,1.0
y1,309,-0.0036606411,0.035383984,0.97
y1,310,-0.0016409794,0.035693474,0.99000007
y1,311,-0.0049657607,0.041039504,0.99000007
y1,312,0.0041468204,0.03563625,0.97
y1,313,-0.0048588025,0.03798213,0.99
y1,314,-0.011550956,0.035501678,0.99000007
y1,315,-0.009538557,0.03959922,0.99000007
y1,316,-0.0024864906,0.03848813,0.97999996
y1,317,0.0027236422,0.04195751,1.0
y1,318,0.011522901,0.03629393,0.99000007
y1,319,-5.6380788e-5,0.037983745,0.98
y1,320,-0.0055746557,0.040391333,1.0
y1,321,-0.00044278541,0.036802866,0.95
y1,322,-0.004313566,0.04458158,0.99
y1,323,0.005755807,0.037647918,0.9600001
y1,324,0.0039855987,0.03616488,0.97
y1,325,-0.0077635334,0.04109145,1.0
y1,326,0.0012830747,0.036589444,0.97999996
y1,327,-9.980739e-5,0.036593605,0.98
y1,328,0.001908574,0.041523963,0.97999996
y1,329,0.007937132,0.042659756,0.99000007
y1,330,-0.0020935289,0.035726618,0.97999996
y1,331,0.005761658,0.03970281,1.0
y1,332,-0.0022836532,0.040711336,0.98
y1,333,0.0031780878,0.03995768,0.98
y1,334,-0.0017833944,0.036077354,0.95000005
y1,335,0.0025520339,0.039901596,0.96
y1,336,-0.017487703,0.037445907,0.9900001
y1,337,0.011448829,0.034001704,0.96000004
y1,338,-0.0027524491,0.033863455,0.96999997
y1,339,-0.0023719033,0.041901525,0.9700001
y1,340,-0.0034138774,0.037346274,0.97
y1,341,0.0072471052,0.03696993,0.99000007
y1,342,0.014548347,0.037377205,0.99000007
y1,343,0.0010468666,0.0355607,0.99000007
y1,344,4.748664e-5,0.040579025,0.98
y1,345,-0.010802351,0.03339073,1.0
y1,346,-0.009343352,0.039032914,0.96
y1,347,0.0010047952,0.03850873,1.0
y1,348,0.003701881,0.03825424,0.99000007
y1,349,0.0032354412,0.032578014,0.96999997
y1,350,0.0020630902,0.03916232,0.97
y1,351,-0.0014355261,0.04297736,0.97999996
y1,352,0.0106833065,0.03512716,0.97999996
y1,353,0.002412866,0.032979313,0.97999996
y1,354,-0.008001463,0.0401714,1.0
y1,355,0.0012252333,0.039846208,0.96999997
y1,356,-0.007019755,0.037606522,0.97999996
y1,357,-0.008289496,0.0374277,1.0
y1,358,0.011472586,0.04094341,0.97999996
y1,359,0.0024419196,0.036007825,0.96000004
y1,360,0.010918021,0.03885244,0.99000007
y1,361,-0.009288403,0.038806867,1.0
y1,362,-0.007925753,0.04271282,0.99000007
y1,363,-0.0044078636,0.043500006,0.99000007
y1,364,0.004881918,0.040017188,0.99000007
y1,365,-0.007364619,0.039563872,0.99000007
y1,366,-0.016234782,0.04201297,0.99000007
y1,367,0.011249144,0.038785145,0.96999997
y1,368,0.012300995,0.03915805,0.97999996
y1,369,0.0049235774,0.03509333,0.96
y1,370,-0.009102989,0.03791635,0.98
y1,371,-0.00021756672,0.03330154,1.0
y1,372,-0.010449475,0.03602645,0.99000007
y1,373,0.0059440997,0.0395123,0.9700001
y1,374,-0.0077760816,0.041461293,0.97999996
y1,375,0.011531946,0.041090533,1.0
y1,376,0.0160892,0.03562892,1.0
y1,377,0.009759597,0.041502036,0.99000007
y1,378,-0.014965247,0.043366827,0.97999996
y1,379,0.0026334983,0.03381124,0.99000007
y1,380,-0.009718367,0.03809506,0.9600001
y1,381,-0.00627877,0.040798396,0.99000007
y1,382,-0.002782,0.03682461,0.99000007
y1,383,0.005289531,0.03528882,1.0
y1,384,-0.0039813565,0.037923653,0.96
y1,385,-0.019283315,0.034199793,1.0
y1,386,0.015720911,0.04015935,0.97999996
y1,387,0.0045666774,0.037422564,1.0
y1,388,-0.009088639,0.033829283,0.96000004
y1,389,-0.0040835245,0.039324243,0.96999997
y1,390,-0.007974634,0.03714256,0.97999996
y1,391,0.02048136,0.04288791,0.99000007
y1,392,-0.012315938,0.040301144,0.97
y1,393,-0.0030142758,0.03775003,1.0
y1,394,0.009639774,0.041510824,0.96999997
y1,395,-0.0057145185,0.038418263,0.99000007
y1,396,0.012826792,0.042736582,0.99000007
y1,397,-0.009672099,0.03694444,0.9200001
y1,398,0.003192355,0.03938835,1.0
y1,399,-0.012805553,0.042798724,0.97999996
y1,400,-0.004649458,0.04281068,0.99000007
y1,401,-0.019084094,0.040066954,0.97999996
y1,402,0.0018296608,0.035167262,0.99
y1,403,-0.003599181,0.035220854,0.9400001
y1,404,-0.004501311,0.037225958,0.97999996
y1,405,-0.020883426,0.044536583,0.99000007
y1,406,0.020995434,0.03820572,0.98
y1,407,0.0020956157,0.038533486,0.99000007
y1,408,-7.304547e-5,0.038101297,0.97
y1,409,0.00043624616,0.042907044,0.98
y1,410,0.001988148,0.03858594,0.96000004
y1,411,-0.013012822,0.033008426,0.97999996
y1,412,-0.0003997974,0.04371666,0.97999996
y1,413,-0.0073721185,0.043487933,0.97999996
y1,414,0.00804043,0.03275074,0.96999997
y1,415,-0.005546473,0.03848061,0.94000006
y1,416,-0.0015121585,0.03854135,0.97999996
y1,417,-0.0066322437,0.038302302,0.97999996
y1,418,-0.0010074229,0.03428412,0.97
y1,419,0.010675971,0.03462712,0.97
y1,420,-0.01220734,0.03789025,0.97
y1,421,-0.0060004257,0.036253262,1.0
y1,422,0.0012135174,0.037132256,0.98
y1,423,0.00065706566,0.03641076,0.9700001
y1,424,-0.022906194,0.042806126,0.9900001
y1,425,0.0021190764,0.03719531,0.99000007
y1,426,-0.003851428,0.038188335,0.97999996
y1,427,0.0021898523,0.038723532,0.99000007
y1,428,0.009171556,0.037209433,0.99000007
y1,429,-0.005327144,0.036558896,0.99000007
y1,430,-0.006898251,0.037981704,0.97
y1,431,0.012866915,0.03897223,0.96000004
y1,432,0.010084159,0.03435386,0.97999996
y1,433,0.011217975,0.037134606,0.99000007
y1,434,0.0055985474,0.039654218,0.99000007
y1,435,-0.013293922,0.039812874,1.0
y1,436,-0.007954788,0.03717514,0.97999996
y1,437,-0.009067715,0.043009996,0.99000007
y1,438,-0.009240772,0.036292393,0.97999996
y1,439,-0.0057791234,0.037377354,0.99000007
y1,440,0.0035709015,0.037848134,1.0
y1,441,0.00033662454,0.037038576,0.99000007
y1,442,-0.0029745162,0.037014533,0.97999996
y1,443,-0.010393086,0.039557073,0.98
y1,444,0.006552115,0.04079321,0.97999996
y1,445,-0.0022220244,0.045816407,0.99000007
y1,446,0.0017662576,0.03711949,0.97
y1,447,-0.0007784809,0.03437725,0.96999997
y1,448,0.0047899927,0.039381996,0.97999996
y1,449,-0.012282066,0.037549626,0.99000007
y1,450,-0.009214023,0.04106147,1.0
y1,451,0.0015675772,0.034048885,0.96
y1,452,0.0063463915,0.035482146,0.99000007
y1,453,0.0053947745,0.036872134,0.96
y1,454,-0.0039504226,0.03986909,0.97
y1,455,-0.0046034935,0.0356477,0.97999996
y1,456,0.00034747663,0.032365784,0.98
y1,457,0.0039175465,0.037575755,0.99000007
y1,458,0.00043191965,0.03821601,0.97
y1,459,0.0021925892,0.036798578,0.97999996
y1,460,-0.000856025,0.03571626,0.97999996
y1,461,0.0034520691,0.03559848,0.97999996
y1,462,0.008546867,0.032750186,0.96999997
y1,463,0.0016649542,0.03919065,0.97
y1,464,-0.0006826837,0.035515822,0.98
y1,465,0.0010116752,0.034467123,0.96
y1,466,-0.0060244813,0.043504667,0.97
y1,467,0.0011862493,0.035880074,0.96999997
y1,468,-0.008811757,0.03906507,1.0
y1,469,0.009035683,0.042698853,0.97999996
y1,470,-0.0122232055,0.037126422,1.0
y1,471,0.017282235,0.034392588,0.97
y1,472,0.0059690853,0.041575294,0.96999997
y1,473,-0.018525286,0.037037406,0.99000007
y1,474,-0.007576821,0.040101465,0.96999997
y1,475,-0.021977294,0.04025316,0.99000007
y1,476,0.009642519,0.04528697,0.97999996
y1,477,0.0035896604,0.036084373,0.99000007
y1,478,0.007953824,0.043656934,0.97999996
y1,479,0.005911017,0.03899702,0.97999996
y1,480,-0.012320174,0.03502557,0.97
y1,481,-0.0039658016,0.04056315,1.0
y1,482,-0.018573716,0.037165977,0.99000007
y1,483,0.004993393,0.03763243,0.95000005
y1,484,-0.0012199845,0.039921995,0.99000007
y1,485,-0.009077256,0.037618604,0.98
y1,486,-0.005733722,0.033752244,0.97999996
y1,487,0.0005000393,0.038818557,0.98
y1,488,-0.006571853,0.039975177,0.99000007
y1,489,0.010941342,0.039389223,1.0
y1,490,0.011278008,0.039318256,0.99000007
y1,491,-0.012755621,0.040581074,0.97999996
y1,492,-0.007304344,0.037424177,0.97
y1,493,0.0080376165,0.03450931,0.96
y1,494,-0.004009616,0.039904326,0.99000007
y1,495,0.006869749,0.03439242,0.97
y1,496,-0.017977254,0.04271656,0.97999996
y1,497,0.0016832979,0.040676918,0.97999996
y1,498,-0.019450434,0.03684754,1.0
y1,499,-0.0042723673,0.03970903,0.94
y1,500,0.007979332,0.037822574,0.99000007
y1,501,0.011893256,0.04140555,0.99000007
y1,502,-0.0078943735,0.034543544,1.0
y1,503,-0.018700749,0.03982908,1.0
y1,504,-0.002303262,0.037466593,0.99000007
y1,505,-0.003912395,0.039618522,1.0
y1,506,0.011823943,0.03558676,0.97999996
y1,507,0.0074754786,0.03746161,0.97999996
y1,508,-0.00022189009,0.03967429,0.97999996
y1,509,-0.01020722,0.034112614,0.97999996
y1,510,0.0025485677,0.043600652,0.98
y1,511,0.015831433,0.039469734,0.97
y1,512,0.0021945038,0.04024485,0.96999997
y1,513,0.008048381,0.03662601,1.0
y1,514,-0.00413702,0.046694495,0.97999996
y1,515,-0.0015478372,0.03751387,0.97999996
y1,516,0.008931512,0.03709344,0.98
y1,517,0.004543121,0.03827253,0.96
y1,518,-0.008853276,0.03630712,0.97999996
y1,519,0.0016395177,0.041265033,0.96999997
y1,520,0.0031885079,0.03029857,0.97
y1,521,-0.007021874,0.03851113,0.99000007
y1,522,0.0029885883,0.04031342,0.96999997
y1,523,-0.007355547,0.03676162,0.97999996
y1,524,0.003197853,0.038595416,0.97999996
y1,525,-0.013095067,0.04008143,0.98
y1,526,0.0048323986,0.042099275,0.98
y1,527,-0.008254257,0.03955773,0.97999996
y1,528,-0.008429537,0.038884148,0.97
y1,529,-0.009224584,0.038229577,0.97999996
y1,530,-0.0026250044,0.039347786,0.97
y1,531,0.00026275933,0.039502855,0.98
y1,532,-0.0017597106,0.03687336,0.97999996
y1,533,0.015561782,0.034173533,0.99000007
y1,534,0.0014662466,0.041335642,0.99000007
y1,535,-0.003837352,0.035488576,1.0
y1,536,0.0029187794,0.041016996,1.0
y1,537,0.0063072196,0.03732751,0.97999996
y1,538,0.0032261687,0.04080368,0.96
y1,539,-0.0078393025,0.03840419,0.97999996
y1,540,0.010647172,0.038327597,0.97999996
y1,541,0.0076325615,0.036452223,0.97
y1,542,0.0023131538,0.03787801,0.98
y1,543,0.0073276157,0.03878503,0.97
y1,544,0.011716801,0.034979343,0.98
y1,545,-7.832438e-6,0.041491754,0.99000007
y1,546,0.012926129,0.038146973,0.97
y1,547,0.0056664683,0.039667767,0.9700001
y1,548,-0.00012729951,0.03575592,0.98
y1,549,-0.0065326607,0.037551325,0.97
y1,550,0.013600397,0.03633374,0.96
y1,551,-0.004251271,0.03340381,1.0
y1,552,0.00957746,0.038380254,0.9699999
y1,553,-0.003941335,0.036693875,0.99000007
y1,554,0.001419468,0.037514396,0.97
y1,555,-0.0039744764,0.0408569,0.98
y1,556,-0.0020572685,0.03703822,0.95000005
y1,557,-0.0040234705,0.0380988,0.99000007
y1,558,-0.015599506,0.03589377,0.97
y1,559,-0.002575113,0.03694271,0.99000007
y1,560,-0.011261497,0.032305147,0.97
y1,561,0.004447998,0.035542846,0.97999996
y1,562,0.0039591156,0.04249201,0.96999997
y1,563,-0.015154947,0.04177888,1.0
y1,564,-0.008434623,0.04110968,0.98
y1,565,-0.012388816,0.045205783,0.99000007
y1,566,-0.00011166951,0.0404561,0.96000004
y1,567,-0.0011324461,0.03776417,0.99000007
y1,568,0.007467628,0.038910445,0.99
y1,569,0.008346079,0.03760935,0.97
y1,570,-0.0042021098,0.037282743,0.98
y1,571,-0.0030107687,0.040184688,0.98
y1,572,-0.013431517,0.04092721,0.97999996
y1,573,0.003968032,0.04168604,0.97999996
y1,574,0.010111998,0.036351524,0.98
y1,575,-0.003732953,0.03523395,0.99000007
y1,576,-0.008508444,0.03861534,0.97
y1,577,-3.0429293e-5,0.037365913,1.0
y1,578,-0.015676763,0.03338659,0.96
y1,579,0.0019550114,0.03846048,0.97
y1,580,-0.008716406,0.04011929,1.0
y1,581,0.0107186735,0.033189088,1.0
y1,582,-0.011063014,0.040918183,0.99000007
y1,583,0.0005223851,0.036312737,0.97999996
y1,584,-0.010304887,0.03759272,0.97999996
y1,585,-0.007770737,0.039994344,1.0
y1,586,0.01290672,0.04173702,0.96
y1,587,0.0030189762,0.037972964,0.97999996
y1,588,0.0035189243,0.03834515,1.0
y1,589,0.0012081956,0.035431102,0.9700001
y1,590,-0.013110204,0.03860354,0.99000007
y1,591,-0.007943187,0.03401085,0.97999996
y1,592,-0.013485498,0.04314802,0.96
y1,593,-0.003751763,0.042669713,1.0
y1,594,0.0059382585,0.03823997,0.99000007
y1,595,-0.0069644665,0.040694777,0.97999996
y1,596,-0.008703239,0.039472073,0.97
y1,597,0.013633446,0.038211565,0.99000007
y1,598,-0.0022450201,0.03841011,0.99000007
y1,599,0.0016704557,0.04099364,0.97999996
y1,600,-0.01229694,0.03711129,0.99000007
y1,601,0.0045351153,0.03812802,0.9500001
