Trait,Marker_ID,Estimate,SD,Model_Frequency
y1,52,-4.3880107e-5,0.0027222813,1.0
y1,53,-3.9259106e-5,0.0028240886,1.0
y1,54,3.9929724e-5,0.0027422556,1.0
y1,55,7.747815e-5,0.0028654754,1.0
y1,56,7.271772e-5,0.0027134868,1.0
y1,57,-0.00020854616,0.0027609975,1.0
y1,58,5.34801e-5,0.002844143,1.0
y1,59,-0.00017504246,0.0027469404,1.0
y1,60,-0.00012861511,0.0028211253,1.0
y1,61,-5.6423387e-6,0.0026682487,1.0
y1,62,-5.8553826e-5,0.0027432463,1.0
y1,63,4.3197055e-5,0.0028298157,1.0
y1,64,1.745451e-5,0.0028057564,1.0
y1,65,8.135034e-5,0.0027868026,1.0
y1,66,-0.00014943535,0.002713767,1.0
y1,67,8.249883e-5,0.0027481844,1.0
y1,68,0.00014298041,0.002819291,1.0
y1,69,-7.978899e-5,0.0027096372,1.0
y1,70,2.5003248e-5,0.0027112558,1.0
y1,71,4.323701e-5,0.0028519977,1.0
y1,72,1.7216522e-5,0.0026648298,1.0
y1,73,5.207083e-5,0.0027704437,1.0
y1,74,9.105822e-5,0.0027644236,1.0
y1,75,2.263193e-5,0.0028195698,1.0
y1,76,7.5042546e-5,0.002782332,1.0
y1,77,0.00014483788,0.0028304418,1.0
y1,78,2.26059e-5,0.00272777,1.0
y1,79,3.0475616e-5,0.0026926035,1.0
y1,80,-9.871888e-5,0.002697902,1.0
y1,81,0.00016978996,0.002711744,1.0
y1,82,6.0506034e-5,0.0027609442,1.0
y1,83,-8.747902e-5,0.002768391,1.0
y1,84,0.00011011863,0.0026884165,1.0
y1,85,1.4034744e-5,0.002809976,1.0
y1,86,0.00014894587,0.0027897484,1.0
y1,87,8.951549e-5,0.002830755,1.0
y1,88,7.458857e-5,0.0028801854,1.0
y1,89,-8.8265784e-5,0.0027652385,1.0
y1,90,-4.620107e-5,0.0026868002,1.0
y1,91,-4.54386e-5,0.0027357123,1.0
y1,92,-5.266939e-5,0.0027728332,1.0
y1,93,-0.00010797254,0.0029027504,1.0
y1,94,5.3884134e-5,0.0027556804,1.0
y1,95,5.427982e-5,0.002927731,1.0
y1,96,0.0002210561,0.0027363775,1.0
y1,97,-1.0343962e-6,0.0027091824,1.0
y1,98,-0.00012048098,0.0028027236,1.0
y1,99,0.00013672673,0.0027603093,1.0
y1,100,-7.692197e-5,0.0028183816,1.0
y1,101,8.081752e-5,0.0027996642,1.0
y1,102,7.919249e-5,0.0027877768,1.0
y1,103,-5.549275e-6,0.0027699103,1.0
y1,104,8.217322e-5,0.0028310316,1.0
y1,105,4.8012793e-5,0.0027229658,1.0
y1,106,-8.688263e-5,0.0026978096,1.0
y1,107,-1.4681015e-5,0.0026748627,1.0
y1,108,1.8752808e-5,0.002750112,1.0
y1,109,4.838132e-5,0.0028212667,1.0
y1,110,-0.00013061965,0.0028623552,1.0
y1,111,0.00010232537,0.0027654788,1.0
y1,112,0.00012763732,0.0028058274,1.0
y1,113,2.3422359e-5,0.002786017,1.0
y1,114,6.98082e-5,0.0027897146,1.0
y1,115,-1.3244416e-5,0.0028616467,1.0
y1,116,-4.857897e-5,0.002755317,1.0
y1,117,0.00011490311,0.0028218103,1.0
y1,118,-1.4328702e-5,0.002756857,1.0
y1,119,-3.423166e-5,0.0028309035,1.0
y1,120,7.483359e-5,0.002831734,1.0
y1,121,0.00018850224,0.0027157166,1.0
y1,122,-2.091035e-5,0.0027703168,1.0
y1,123,0.00010896692,0.002788482,1.0
y1,124,0.00020784193,0.00278353,1.0
y1,125,-0.0001517976,0.0028038367,1.0
y1,126,-7.262353e-5,0.002714715,1.0
y1,127,5.426225e-5,0.0027579498,1.0
y1,128,6.935954e-5,0.0028304935,1.0
y1,129,-7.613276e-5,0.0028623184,1.0
y1,130,0.000112116584,0.0028248723,1.0
y1,131,-0.00017421876,0.0027752465,1.0
y1,132,5.950871e-5,0.002755077,1.0
y1,133,1.1912441e-5,0.002727942,1.0
y1,134,-5.778425e-5,0.0027916604,1.0
y1,135,0.000115708535,0.0027389221,1.0
y1,136,-6.3747786e-5,0.0027243712,1.0
y1,137,-1.1601024e-5,0.0027785501,1.0
y1,138,0.00012099139,0.00279882,1.0
y1,139,-8.20286e-5,0.002807298,1.0
y1,140,-0.00028615317,0.0027817783,1.0
y1,141,9.378526e-6,0.0028412389,1.0
y1,142,-1.7859653e-5,0.0027334725,1.0
y1,143,-8.114258e-5,0.0027327065,1.0
y1,144,2.4951862e-6,0.0027831602,1.0
y1,145,-0.00011741259,0.0026257343,1.0
y1,146,7.4984084e-5,0.0027319721,1.0
y1,147,-0.00016617759,0.0027579903,1.0
y1,148,0.00019009394,0.0026595043,1.0
y1,149,2.7028233e-5,0.0026711149,1.0
y1,150,1.372679e-5,0.0027104295,1.0
y1,151,7.91395e-5,0.002790258,1.0
y1,152,-2.2525317e-5,0.0027261043,1.0
y1,153,-1.9496754e-5,0.0027338383,1.0
y1,154,0.0002008199,0.0028397245,1.0
y1,155,7.299589e-5,0.0028586842,1.0
y1,156,0.0001165322,0.0027787823,1.0
y1,157,6.939589e-5,0.0027421066,1.0
y1,158,0.00016954416,0.0027960353,1.0
y1,159,0.00020361083,0.002670102,1.0
y1,160,0.0001179758,0.002751763,1.0
y1,161,-1.2211657e-5,0.0028040945,1.0
y1,162,-0.0001554214,0.0027921214,1.0
y1,163,-3.922151e-5,0.002730681,1.0
y1,164,3.7999394e-5,0.0028511495,1.0
y1,165,-0.00015515152,0.0028072668,1.0
y1,166,-0.000106030784,0.0027365345,1.0
y1,167,0.00010802134,0.0028505956,1.0
y1,168,-0.00020586309,0.0028178508,1.0
y1,169,0.00010306275,0.0027593975,1.0
y1,170,5.318967e-5,0.0028438126,1.0
y1,171,0.0002960844,0.0026751372,1.0
y1,172,-0.000104759514,0.0028111532,1.0
y1,173,-5.8534133e-5,0.0027573663,1.0
y1,174,-0.00028604091,0.0027929004,1.0
y1,175,2.9853465e-5,0.0028274138,1.0
y1,176,7.9979736e-7,0.002813131,1.0
y1,177,0.00011009554,0.0027486207,1.0
y1,178,-6.024982e-5,0.0027554024,1.0
y1,179,-0.000116317,0.0027419454,1.0
y1,180,-3.857901e-6,0.0028870918,1.0
y1,181,5.10282e-5,0.0028018472,1.0
y1,182,2.0866386e-5,0.002756254,1.0
y1,183,2.3890247e-5,0.0027419433,1.0
y1,184,7.493333e-5,0.0028328293,1.0
y1,185,-0.000108569446,0.002840888,1.0
y1,186,0.00017312272,0.0027761068,1.0
y1,187,0.0001270416,0.002774466,1.0
y1,188,-0.00011457895,0.002657228,1.0
y1,189,9.25022e-5,0.0027757664,1.0
y1,190,-5.849494e-5,0.0026653293,1.0
y1,191,6.77698e-5,0.0026866992,1.0
y1,192,9.485084e-6,0.0027150149,1.0
y1,193,-0.00012143886,0.0027923393,1.0
y1,194,-7.310773e-5,0.002745269,1.0
y1,195,8.5985535e-5,0.002719653,1.0
y1,196,5.8697573e-5,0.00277259,1.0
y1,197,1.4928722e-5,0.0027069277,1.0
y1,198,-6.6764655e-6,0.0027990988,1.0
y1,199,4.691033e-5,0.0029040435,1.0
y1,200,-5.507057e-5,0.0028296695,1.0
y1,201,-5.665115e-5,0.0028262003,1.0
y1,202,0.00010510122,0.0028211821,1.0
y1,203,0.00017710523,0.0027239162,1.0
y1,204,8.296866e-6,0.002747257,1.0
y1,205,2.4295015e-5,0.002855353,1.0
y1,206,3.4944478e-5,0.0027769762,1.0
y1,207,-2.431741e-5,0.002789126,1.0
y1,208,-8.4273815e-5,0.0028163919,1.0
y1,209,-0.00014531853,0.0027921295,1.0
y1,210,-3.3766115e-5,0.0027644935,1.0
y1,211,3.541286e-5,0.002765414,1.0
y1,212,6.598184e-5,0.0026676976,1.0
y1,213,-7.2089315e-5,0.0027440817,1.0
y1,214,0.00016276521,0.0028116365,1.0
y1,215,-6.877107e-5,0.0027616285,1.0
y1,216,-3.5550802e-5,0.002838622,1.0
y1,217,1.2205868e-7,0.0027763438,1.0
y1,218,-0.0001168133,0.0027464884,1.0
y1,219,-9.7619406e-5,0.0028632265,1.0
y1,220,-7.62301e-5,0.002800356,1.0
y1,221,-2.7553724e-5,0.0025873377,1.0
y1,222,0.0001241794,0.0027744232,1.0
y1,223,-8.2921324e-5,0.0028559347,1.0
y1,224,0.00010446007,0.0028074307,1.0
y1,225,1.6879721e-6,0.002901368,1.0
y1,226,-8.7639746e-5,0.0027997103,1.0
y1,227,1.4071417e-5,0.0028271491,1.0
y1,228,0.00010231092,0.002775951,1.0
y1,229,7.094305e-5,0.0028078437,1.0
y1,230,4.3079595e-5,0.0028168713,1.0
y1,231,9.752586e-5,0.002848873,1.0
y1,232,1.4320956e-5,0.0027704467,1.0
y1,233,7.86436e-5,0.0027890438,1.0
y1,234,-7.505468e-5,0.0026407877,1.0
y1,235,0.00013375962,0.0028220224,1.0
y1,236,-9.6442425e-5,0.002802281,1.0
y1,237,9.712007e-5,0.0027137583,1.0
y1,238,-2.6019936e-7,0.0027765564,1.0
y1,239,0.00012127193,0.0028545896,1.0
y1,240,-1.0561737e-5,0.0027029528,1.0
y1,241,-3.6630838e-5,0.002908901,1.0
y1,242,-7.056785e-5,0.0027574596,1.0
y1,243,-0.00017260644,0.002822331,1.0
y1,244,0.0001320541,0.002834852,1.0
y1,245,-4.6305384e-5,0.002716884,1.0
y1,246,-0.000183858,0.0027856322,1.0
y1,247,-0.00021888486,0.0026957903,1.0
y1,248,-2.1899314e-5,0.0028184191,1.0
y1,249,-0.00019986533,0.0026196428,1.0
y1,250,0.0001264555,0.0027828515,1.0
y1,251,-0.00012794684,0.0027036748,1.0
y1,252,9.880458e-5,0.002813598,1.0
y1,253,8.614242e-5,0.0026555033,1.0
y1,254,-1.7509128e-5,0.0027371894,1.0
y1,255,6.6500834e-5,0.002878468,1.0
y1,256,0.000118254866,0.0028026334,1.0
y1,257,6.9325855e-5,0.002800315,1.0
y1,258,8.397259e-6,0.0028629573,1.0
y1,259,7.360365e-5,0.0027252315,1.0
y1,260,3.484982e-5,0.0027072104,1.0
y1,261,-7.185745e-5,0.0027317498,1.0
y1,262,5.5491422e-5,0.0027024774,1.0
y1,263,-2.1553938e-5,0.0027911218,1.0
y1,264,-6.498728e-5,0.0027980302,1.0
y1,265,-2.198865e-5,0.0028115592,1.0
y1,266,-1.7828086e-5,0.0028360796,1.0
y1,267,4.7274534e-5,0.0028061862,1.0
y1,268,-7.7663004e-5,0.002802885,1.0
y1,269,8.190337e-5,0.0027352406,1.0
y1,270,-0.00014742622,0.0027174167,1.0
y1,271,-4.9511797e-5,0.0026919753,1.0
y1,272,0.00016630745,0.0029368938,1.0
y1,273,7.1278744e-5,0.0027636185,1.0
y1,274,-2.05383e-5,0.0027719245,1.0
y1,275,3.5231355e-5,0.002689856,1.0
y1,276,-3.7009748e-5,0.0028234972,1.0
y1,277,-3.0913758e-5,0.0027408428,1.0
y1,278,-1.7348567e-6,0.002724687,1.0
y1,279,-9.3234485e-5,0.0028782533,1.0
y1,280,9.323857e-5,0.0027086604,1.0
y1,281,3.939823e-5,0.0027224314,1.0
y1,282,8.2159895e-5,0.0028041538,1.0
y1,283,8.1053e-5,0.002768124,1.0
y1,284,-7.083045e-5,0.0027819232,1.0
y1,285,-5.0951407e-5,0.0027195779,1.0
y1,286,6.374548e-5,0.0027603805,1.0
y1,287,-3.847344e-5,0.0026254577,1.0
y1,288,-6.978368e-5,0.0027393552,1.0
y1,289,-8.192255e-5,0.0027848717,1.0
y1,290,-5.5166624e-6,0.0028314863,1.0
y1,291,6.2185177e-6,0.002689805,1.0
y1,292,-5.4153472e-5,0.0027436155,1.0
y1,293,-7.664702e-5,0.002734082,1.0
y1,294,-2.571614e-5,0.0028895026,1.0
y1,295,8.952263e-5,0.0027314473,1.0
y1,296,0.00014757035,0.0025670019,1.0
y1,297,5.8603993e-5,0.002863524,1.0
y1,298,-8.892308e-5,0.0027384995,1.0
y1,299,-0.00011802958,0.002896797,1.0
y1,300,-1.9848727e-5,0.0028108894,1.0
y1,301,9.90384e-5,0.0028179698,1.0
y1,302,-1.19173355e-5,0.0026658738,1.0
y1,303,5.519827e-5,0.002880999,1.0
y1,304,-7.214879e-5,0.0027681512,1.0
y1,305,-0.00014741406,0.002683198,1.0
y1,306,-9.094084e-5,0.0027344485,1.0
y1,307,-5.8518974e-5,0.0027356043,1.0
y1,308,-7.5442236e-5,0.0028253295,1.0
y1,309,-0.00011693862,0.0027949691,1.0
y1,310,-0.00024369564,0.0027457252,1.0
y1,311,7.6874545e-5,0.0027685307,1.0
y1,312,0.00015990017,0.0026989162,1.0
y1,313,2.9884217e-7,0.0027661906,1.0
y1,314,0.00015054685,0.0027386583,1.0
y1,315,-3.0229212e-5,0.0028916975,1.0
y1,316,0.00015538534,0.0027621577,1.0
y1,317,-8.240659e-5,0.0026190993,1.0
y1,318,-7.377177e-5,0.0028166356,1.0
y1,319,-3.3692275e-5,0.0027550112,1.0
y1,320,-8.125876e-5,0.0027117429,1.0
y1,321,8.420508e-5,0.002887357,1.0
y1,322,3.8491697e-5,0.0028320558,1.0
y1,323,2.5677016e-5,0.002883604,1.0
y1,324,-8.040109e-5,0.002712686,1.0
y1,325,-2.3028657e-5,0.002850699,1.0
y1,326,-4.3745888e-5,0.0028052721,1.0
y1,327,-0.00020477656,0.002765698,1.0
y1,328,-3.583697e-6,0.002835077,1.0
y1,329,-2.8373608e-5,0.0028952959,1.0
y1,330,-9.196423e-5,0.0028082363,1.0
y1,331,3.8510094e-5,0.0027859162,1.0
y1,332,5.988024e-5,0.0026542656,1.0
y1,333,4.474758e-5,0.0026810863,1.0
y1,334,3.6335605e-5,0.002773469,1.0
y1,335,5.0713887e-5,0.0027935342,1.0
y1,336,8.0864476e-5,0.002745648,1.0
y1,337,9.39317e-5,0.0027395089,1.0
y1,338,-5.8484846e-5,0.0027634576,1.0
y1,339,2.5763095e-5,0.0028524813,1.0
y1,340,7.068757e-5,0.0027139876,1.0
y1,341,-8.5113265e-5,0.0027162812,1.0
y1,342,5.6975037e-5,0.0027268035,1.0
y1,343,8.475659e-5,0.0027375738,1.0
y1,344,-7.8027704e-5,0.0028216096,1.0
y1,345,-2.4121517e-5,0.0027921717,1.0
y1,346,6.884281e-5,0.00276773,1.0
y1,347,0.000102453814,0.0028606695,1.0
y1,348,-0.00014552864,0.0028098114,1.0
y1,349,-0.00013783961,0.00278565,1.0
y1,350,6.265137e-5,0.0027854284,1.0
y1,351,1.6299475e-5,0.0027156393,1.0
y1,352,-1.8588931e-5,0.0028081029,1.0
y1,353,-7.381653e-5,0.002645827,1.0
y1,354,4.2758886e-5,0.0026782048,1.0
y1,355,-3.453565e-5,0.0027763192,1.0
y1,356,-6.887112e-5,0.0027436144,1.0
y1,357,3.4640358e-5,0.00282824,1.0
y1,358,6.244267e-5,0.0028268031,1.0
y1,359,1.3925331e-5,0.0027484065,1.0
y1,360,-7.1788876e-5,0.0027221683,1.0
y1,361,7.8912344e-5,0.0027793606,1.0
y1,362,-7.9503254e-5,0.002713265,1.0
y1,363,-4.488099e-5,0.0028035243,1.0
y1,364,0.00010165846,0.002636118,1.0
y1,365,-3.6614726e-6,0.0028729455,1.0
y1,366,-0.00015494252,0.0026183177,1.0
y1,367,-4.5647274e-5,0.0028171428,1.0
y1,368,-1.0290668e-6,0.0027917838,1.0
y1,369,-4.6089714e-5,0.0027238154,1.0
y1,370,-8.607307e-6,0.0026721524,1.0
y1,371,1.33475905e-5,0.002740806,1.0
y1,372,5.9320177e-5,0.0027058562,1.0
y1,373,0.00013940931,0.002814672,1.0
y1,374,-9.107842e-5,0.0027456665,1.0
y1,375,-6.395731e-5,0.002836051,1.0
y1,376,-2.2455657e-5,0.0027797238,1.0
y1,377,-1.6527069e-5,0.0028534513,1.0
y1,378,-2.3648721e-5,0.0027413582,1.0
y1,379,1.2193888e-5,0.0027525476,1.0
y1,380,-8.215712e-5,0.0026292983,1.0
y1,381,2.2779835e-5,0.0027924476,1.0
y1,382,3.8018876e-5,0.0027595472,1.0
y1,383,2.9947145e-5,0.0026999768,1.0
y1,384,8.351685e-5,0.0028189798,1.0
y1,385,0.00016707084,0.0027608545,1.0
y1,386,5.2218915e-5,0.0027663205,1.0
y1,387,-7.5111e-5,0.0027504363,1.0
y1,388,-2.3900036e-5,0.002747259,1.0
y1,389,-6.490883e-5,0.0027594566,1.0
y1,390,9.09646e-5,0.0026919732,1.0
y1,391,2.0728981e-5,0.002749476,1.0
y1,392,-8.509261e-5,0.0027460675,1.0
y1,393,-2.1510767e-5,0.002762138,1.0
y1,394,3.7485028e-5,0.0027938504,1.0
y1,395,0.00011396473,0.0027687831,1.0
y1,396,-4.5266326e-5,0.002830628,1.0
y1,397,2.769164e-5,0.0025966452,1.0
y1,398,2.4335928e-5,0.0028236008,1.0
y1,399,-2.1027581e-5,0.0029434448,1.0
y1,400,1.5378615e-5,0.002854069,1.0
y1,401,-5.2276932e-6,0.002788163,1.0
y1,402,-8.775344e-6,0.0027741746,1.0
y1,403,-3.0874246e-5,0.0025475875,1.0
y1,404,7.608177e-5,0.0027200407,1.0
y1,405,-2.662471e-5,0.002877469,1.0
y1,406,-1.4318939e-6,0.0027333815,1.0
y1,407,-0.00012297125,0.0027646678,1.0
y1,408,1.6857572e-6,0.0027577037,1.0
y1,409,8.458493e-6,0.00282908,1.0
y1,410,-1.1726612e-5,0.0027118125,1.0
y1,411,6.426009e-5,0.002807146,1.0
y1,412,-0.00014324002,0.0029006242,1.0
y1,413,0.00013018388,0.0028372705,1.0
y1,414,5.4457134e-5,0.0028176468,1.0
y1,415,0.00016788933,0.0026942478,1.0
y1,416,0.00015540018,0.0027881467,1.0
y1,417,5.912177e-5,0.0027180214,1.0
y1,418,0.00013909249,0.0027733317,1.0
y1,419,0.0001988967,0.002800814,1.0
y1,420,0.00016266227,0.0027562354,1.0
y1,421,-2.93752e-5,0.002650299,1.0
y1,422,4.3806114e-5,0.0028843875,1.0
y1,423,-0.00025983836,0.0027818612,1.0
y1,424,0.00012348576,0.002839831,1.0
y1,425,-7.200538e-5,0.0027559213,1.0
y1,426,-0.00020832269,0.0028147746,1.0
y1,427,-0.00017185551,0.0026695002,1.0
y1,428,-9.223682e-6,0.002728389,1.0
y1,429,6.167216e-5,0.0027011936,1.0
y1,430,1.6765081e-5,0.0028217342,1.0
y1,431,-0.00016526671,0.0026703756,1.0
y1,432,-4.304703e-5,0.0029066615,1.0
y1,433,0.00012196804,0.0026958445,1.0
y1,434,5.590114e-5,0.0027552932,1.0
y1,435,2.9297062e-5,0.002737222,1.0
y1,436,-0.00016215815,0.0028366782,1.0
y1,437,0.00011901122,0.0027536855,1.0
y1,438,-0.00014593308,0.0027543756,1.0
y1,439,-0.00027926042,0.0026657763,1.0
y1,440,-0.00013347834,0.0028112412,1.0
y1,441,9.7405304e-5,0.0028760168,1.0
y1,442,3.6784095e-5,0.0027832757,1.0
y1,443,9.096853e-5,0.002688721,1.0
y1,444,8.9460205e-5,0.0028023324,1.0
y1,445,7.82353e-5,0.0027466284,1.0
y1,446,-6.7401605e-5,0.002841995,1.0
y1,447,-0.0001515316,0.0027821441,1.0
y1,448,-5.8634465e-5,0.0027968653,1.0
y1,449,-6.409577e-5,0.0028006698,1.0
y1,450,-0.00013957045,0.0027819213,1.0
y1,451,-0.00015561163,0.0028825116,1.0
y1,452,5.5238834e-5,0.002851459,1.0
y1,453,-0.00014133159,0.002815421,1.0
y1,454,7.692526e-5,0.0026866714,1.0
y1,455,5.118331e-5,0.002807442,1.0
y1,456,-0.00013986095,0.0027934357,1.0
y1,457,-0.00016280437,0.0026957872,1.0
y1,458,-8.49139e-5,0.0027429566,1.0
y1,459,1.689342e-5,0.0028140214,1.0
y1,460,5.0983694e-5,0.002762451,1.0
y1,461,2.5273872e-5,0.0028774904,1.0
y1,462,-0.00013198129,0.0028400614,1.0
y1,463,-5.435685e-5,0.0027135988,1.0
y1,464,-7.9903795e-5,0.0027974518,1.0
y1,465,-4.227244e-5,0.0026987467,1.0
y1,466,-3.6386307e-5,0.0028452526,1.0
y1,467,-0.00022654235,0.0027565237,1.0
y1,468,-1.1031744e-6,0.0027051403,1.0
y1,469,0.000108864406,0.0028108326,1.0
y1,470,-0.00015271106,0.002696288,1.0
y1,471,0.00019514583,0.0027968236,1.0
y1,472,-0.00010465864,0.0027335957,1.0
y1,473,8.2649385e-5,0.0029169237,1.0
y1,474,2.711868e-5,0.002818194,1.0
y1,475,0.00018928414,0.0028358393,1.0
y1,476,9.504805e-5,0.0026459743,1.0
y1,477,4.1783398e-5,0.0028724063,1.0
y1,478,0.00011483906,0.0026414131,1.0
y1,479,8.346224e-5,0.0027129292,1.0
y1,480,-0.00010572965,0.0026807573,1.0
y1,481,-0.00018861546,0.0027723862,1.0
y1,482,8.610171e-6,0.0029251776,1.0
y1,483,-7.0058227e-6,0.0027407845,1.0
y1,484,-3.355214e-5,0.0027686774,1.0
y1,485,-7.42449e-5,0.0027557628,1.0
y1,486,0.00013182014,0.002721125,1.0
y1,487,-7.061085e-5,0.0028862127,1.0
y1,488,-0.00010383118,0.0027913041,1.0
y1,489,9.916744e-5,0.0027248685,1.0
y1,490,-4.116689e-5,0.002755363,1.0
y1,491,-2.2117334e-5,0.0027865213,1.0
y1,492,-0.0001264281,0.0026824088,1.0
y1,493,7.445796e-5,0.0027314392,1.0
y1,494,-8.035698e-5,0.0027717135,1.0
y1,495,-7.379854e-5,0.0027054148,1.0
y1,496,1.6787544e-5,0.0028948942,1.0
y1,497,-9.223307e-6,0.0026206053,1.0
y1,498,3.4258603e-5,0.002699094,1.0
y1,499,-6.412159e-5,0.0028404398,1.0
y1,500,8.552355e-5,0.0027233092,1.0
y1,501,-1.1620583e-5,0.0028485062,1.0
y1,502,-0.00014522605,0.0026926065,1.0
y1,503,-0.00013759057,0.0027015205,1.0
y1,504,-7.310843e-5,0.0026587415,1.0
y1,505,0.00010760433,0.0028038728,1.0
y1,506,0.00014074509,0.0027554985,1.0
y1,507,-8.692168e-5,0.0027888273,1.0
y1,508,0.00014687734,0.0027249595,1.0
y1,509,-6.3089583e-6,0.0027807574,1.0
y1,510,-1.0833e-5,0.002760507,1.0
y1,511,9.5197756e-5,0.0028471502,1.0
y1,512,2.990476e-5,0.0028222054,1.0
y1,513,-7.082173e-5,0.0027350415,1.0
y1,514,-0.00022574315,0.0028757327,1.0
y1,515,8.1708546e-5,0.0027171297,1.0
y1,516,3.5183544e-5,0.002798727,1.0
y1,517,-6.670648e-5,0.0026966503,1.0
y1,518,-0.00019891736,0.0027296473,1.0
y1,519,-3.645572e-5,0.0027459327,1.0
y1,520,-0.00013715723,0.0026775817,1.0
y1,521,7.925036e-5,0.0027665864,1.0
y1,522,-8.515483e-5,0.0027031596,1.0
y1,523,-3.5383924e-5,0.0026901478,1.0
y1,524,-8.82256e-5,0.0028032039,1.0
y1,525,2.2109658e-5,0.002754773,1.0
y1,526,-2.175069e-5,0.0028890034,1.0
y1,527,7.580766e-5,0.0027469217,1.0
y1,528,-8.0227706e-5,0.0028907454,1.0
y1,529,-1.029521e-5,0.0027688523,1.0
y1,530,1.4419412e-5,0.0027729983,1.0
y1,531,6.5351975e-5,0.0026562116,1.0
y1,532,6.7725505e-6,0.0028138552,1.0
y1,533,-6.484142e-5,0.0028406181,1.0
y1,534,-4.8292317e-5,0.0027223413,1.0
y1,535,8.3522915e-5,0.002801724,1.0
y1,536,0.00016066461,0.0027332075,1.0
y1,537,0.000115389106,0.0027481522,1.0
y1,538,3.0035106e-5,0.0028751579,1.0
y1,539,-0.000100085446,0.0027224147,1.0
y1,540,-7.340151e-5,0.002741602,1.0
y1,541,-3.2876764e-5,0.0026195513,1.0
y1,542,-2.4899351e-5,0.0028129097,1.0
y1,543,-9.2391936e-5,0.0027086323,1.0
y1,544,-3.2396707e-5,0.0027042406,1.0
y1,545,-0.00014763325,0.0028157737,1.0
y1,546,0.0002123281,0.0027397438,1.0
y1,547,2.667484e-6,0.0029271378,1.0
y1,548,-4.925564e-5,0.0027821842,1.0
y1,549,-7.68002e-5,0.0027073522,1.0
y1,550,1.6515205e-5,0.0028328276,1.0
y1,551,6.254162e-5,0.0028072693,1.0
y1,552,-7.003639e-5,0.0026946396,1.0
y1,553,0.00013197448,0.0027512033,1.0
y1,554,-2.6943324e-5,0.0028369122,1.0
y1,555,-0.00017015365,0.0028159334,1.0
y1,556,-4.879275e-5,0.0027489634,1.0
y1,557,6.8401496e-5,0.0026728818,1.0
y1,558,6.458334e-5,0.0027621198,1.0
y1,559,-1.58511e-5,0.002754676,1.0
y1,560,0.0001499428,0.0027986376,1.0
y1,561,-6.810524e-6,0.002806302,1.0
y1,562,1.314424e-5,0.0027695126,1.0
y1,563,8.701394e-5,0.0027904464,1.0
y1,564,3.440364e-5,0.002667253,1.0
y1,565,4.018498e-7,0.0027350127,1.0
y1,566,4.2527663e-5,0.0027507932,1.0
y1,567,1.8804369e-5,0.0028715157,1.0
y1,568,0.00017818593,0.0027309286,1.0
y1,569,7.104104e-5,0.002903696,1.0
y1,570,-7.294493e-6,0.0026949225,1.0
y1,571,4.145626e-5,0.0027113517,1.0
